Date,Ratings,Review,Park
Oct 2018 ,5.0,"In Kolkata, this place is one of the most iconic places to visit. Set as a memory of James Princep, the structure resembles something like colonial buildings.The Vidyasagar Setu is just by the side of it and offers you with a view of the lifetime.",Princep Ghat Park
Aug 2018 ,5.0,I visited Prinsep Gaht hoping to spend a nice evening. We went for the boat ride where the person at the helm just wanted to stop at a place in the river rather than row it . We paid for a one hour ride but could hardly spend 15 mins because he was rowing the boat at such a slow speed that there was no wind. When asked to go back he suddenly got all the energy to drive it faster.The place has good view of the river and the lighted Hooghly bridge but it lacks basic maintenance. There was no clean place to sit over there.,Princep Ghat Park
Oct 2018 ,4.0,"Prinsep Ghat is a Kolkata destination for tourists to click photos under the colonnades of this British era structure. A two-minute walk away from this structure, across the train level crossing, is the promenade by the Hooghly River. You can hire a rowboat for 30 minutes and be rowed under the long, new Howrah suspension bridge...",Princep Ghat Park
Sep 2018 ,5.0,This place is closer from Eden gardens and a visit during evening would get you a sunset boat ride below the bridge,Princep Ghat Park
Dec 2017 ,5.0,"When in Kolkata, with nothing much to do in the evening, decide to spend your time here, under the Vidyasagar Setu. With the view of the river, lights from above the bridge glistening in the waters, ferries waving across, a pair of railway tracks and that picturesque archway - photographers even choose to do pre-wed shoots here. The cool breeze of the river is sure to take away all the bustles the city offers continuously!",Princep Ghat Park
Aug 2018 ,5.0,Nice place to sit in the evenings and see the ferries go along. There is a local train station just behind the ghat which you need to cross to reach here. New bridge runs just above your head and gives a good feel of city when the lights are turned on.,Princep Ghat Park
Sep 2018 ,5.0,My colleagues took me here for a casual evening... I guess this place is even more beautiful in morning..We took a stroll along river and boat ride... Which was good experience.Don't miss yummy lemon tea from street vendor who sits on railway platform .. lemon tea was amazing.,Princep Ghat Park
Aug 2018 ,4.0,its a picturesque place to sit and spend an evening in.the ferry ride and the howrah bridge by the side add to the mystique as do the pillars of the ghat built in total british style.Just a walk through for tourists and for the more adventurous taking the row boat ride is a good option,Princep Ghat Park
Feb 2018 ,5.0,"This place is ideal for that romantic evening, you have been planning with your beloved. It was built in memory of the eminent anglo-endian scholar James prince, on the bank of the Hooghly river. You can enjoy an evening ferry ride along with a view of the sunset, and the second Hooghly bridge which is an architectural marvel in Kolkata after the Howrah bridge. The second bridge looks splendid in the evening, when its all lit up.This place is an ideal visit for your gang of friends as well.",Princep Ghat Park
Aug 2018 ,4.0,"The picturesque of the ghat is best suited for photography. An iconic set of pillars beneath the even more iconic Hooghly bridge. Looks beautiful during night time. Every time I go there, I find lots of couples either sitting around or some getting photo shoot for their upcoming marriage.",Princep Ghat Park
Aug 2018 ,5.0,Loved the pillars and the iconic Calcutta scenery that this place offers. A must visit for all travellers,Princep Ghat Park
Dec 2017 ,5.0,"I went to Prinsep Ghat in a group of six people. One of our friends had her birthday that day but she was not feeling quite up to celebrating because her uncle was unwell. We nudged her to step out, and take a breath. I think we reached the place around 8pm or so, perhaps even later. It felt so serene -- the view of the water stretching far and wide, no tourists in the background, just us quietly cherishing our moments of togetherness. Friends who have been there at other times say that the boat ride can be a beautiful experience. I would like to check that out sometime.",Princep Ghat Park
Aug 2018 ,4.0,Recently enlightened architectural excellency in Prinsep Ghat in memoir of Sir. James Prinsep is a beautiful place to visit. travellers will be pleased to see this evening. wide view of River Ganges flows beside Kolkata is mind blowing. You may go for a stroll and enjoy more oxygen to regain your life. Your lungs will get purified oxygen beside such a wide water area. Floatel a nearby restaurant will fill your belly with utmost satisfaction. Their buffet spread is really enjoyable.,Princep Ghat Park
Aug 2018 ,5.0,"nice view of bidyasagar bridge, a ghat along the river ganges. nice ganga view with soothing environment",Princep Ghat Park
Feb 2018,5.0,Its specially a ghat where you can get enjoyment by sitting beside the ghat or you can hire a boat and travel in the river by boat.you will found a lots of couples there.yes its a Romantic place.,Princep Ghat Park
Jul 2018 ,5.0,"Prinsep ghat is situated in kolkata,very good place for the photographer to click pictures,very relaxing place to enjoy the nature.",Princep Ghat Park
Sep 2017 ,5.0,just awesome place to hangout for youngsters.its very well known place to photo shoot & any kind of normal shooting.little bit tricky to go there.just go there & enjoy the time.thnx for reading me.Plz follow me -> Be DiLLogicaL,Princep Ghat Park
Feb 2018,4.0,"We visited this place after evening only and it was very nice lighting effect though i dont know how it looks on day time. Tourist visiting Kolkata should must go this place, everyone would love this heritage place.",Princep Ghat Park
Aug 2017 ,5.0,Princep ghat is the lover's paradise. The place is on the bank of Ganges and has a great view of second Hooghly bridge. An amazing spot to sit and talk quiet with your loved one. Friends can visit too.,Princep Ghat Park
Jul 2018 ,4.0,"It's nice to visit Prinsep Ghat in Kolkata. from This place, we saw a second Howrah bridge and hooghly river. I would love to visit again.",Princep Ghat Park
Aug 2017 ,5.0,"Named after James Princep in the year 1893 when British ruled in India. It is next to the 2nd Hooghly Bridge beside the River Hoogly.You will really like the ambiance of this place especially in the evening and early morning. The Sunset and Sunrise are beautiful here. So is the lighting and reflection of 2nd Hoogly Bridge on the river. If you want, you can also rent a ferry boat for a ride across the Hooghly river.This place has been recently famous among the photographers, especially for a pre-wedding photoshoot.",Princep Ghat Park
Apr 2018 ,5.0,"The view is amazing and an amazing place for photoshoots.Its dreamy, magical and wistful! Your heart is full. Millennial Park stretches almost till the Howrah bridge, but you get an awesome view of both the old bridge and the new, the 2nd Hooghly bridge. and the boats floating by or docked. It is what indelible memories are made of",Princep Ghat Park
Aug 2017,4.0,"This is why people go to Kolkata. The river is its lifeline and its main attraction. And if you haven't been to Prinsep Ghat, close to where you now have the Millennial Park, then you really haven't seen the heart of Kolkata. Best time to visit: late summer evening or better still, July or august evening, when the river has all of that gorgeous muddy monsoon water. Go around 4.30-5, wait til the dusk falls, and the lights come on. Its dreamy and magical and wistful! Your heart is full. Millennial Park stretches almost till the Howrah bridge, but you get an awesome view of both the old bridge and the new, the 2nd Hooghly bridge. and the boats floating by or docked. It is what indelible memories are made of",Princep Ghat Park
Jan 2018 ,5.0,The place still smells of the gone era grandeur.. the building magnificent at evening and the 2nd Hooghly bridge view is awesome,Princep Ghat Park
Jul 2018 ,5.0,"Princep Ghat is where one can walk the history of almost three hundred years. The monument itself, a tribute to a polymath; the ghats all the way up to Babughat.A pleasant walkway along the Hoogly and the railway line. A mix of old (the boats) and the new (high-rise) and the shadow of Eden Garden",Princep Ghat Park
Dec 2017 ,5.0,"The park remains usually crowded but if you take a boat ride at the ghat, you will enjoy a stunning sunset view and a peaceful and serene time. The boat ride is usually for half an hour and If you happen to visit by the night, you will notice the lights on the bridge that make it look absolutely eye-catching. Ideal for families, couples and anybody seeking solace from the chaos of the city.",Princep Ghat Park
May 2018 ,5.0,"Its a very good, pleasent park for everyone , couples, friends, family everyone can enjoy alot. The Ganges pleasent winds melts everyone's heart.we like it soo much its time to go for yours . Enjoy it.",Princep Ghat Park
May 2018 ,4.0,"The Ghat was restored by the state's public works department in November 2001 and has since been well-maintained. A two km stretch of the beautified riverfront from Princep Ghat to Babughat was inaugurated in 2012. It has illuminated and landscaped gardens and pathways, fountains, and renovated ghats.",Princep Ghat Park
Jun 2018 ,5.0,Itâs only and only for bachelor couple in the evening to make it memorable apart from that I donât think itâs a place to be visited.,Princep Ghat Park
Apr 2018 ,4.0,The Princep ghat is one of the most beautiful place in kolkata if you go there early morning during sunrise or in late afternoon during sunset. Situated on the banks of river ganga and just beneth the great Vidyasagar Setu bridge it gives a perfect background and ambience for the photographers to do thier shoots. And thats why you will find lots of photographers doing their photoshoots over there.Built by the British in 1843 the monumental is well preserved and there is a ground in front of the monumental where you can lay games with your friends. Along the banks of the river ganga you will find sitting areas amidst the beautiful flowers in the garden. Overall its a very nice place to visit,Princep Ghat Park
Jun 2018 ,5.0,There is nothing to see here apart a monument building just under the Vidyasagar sethu bridge. You will get a beautiful view of the bridge for shooting photos,Princep Ghat Park
Nov 2017,5.0,"decent visit, expected more cleanliness, overall nice experience..but no restaurants nearby.. you have to book a cab to go to nearest restaurant",Princep Ghat Park
May 2018,4.0,"nice quite place , on the banks of river Ganga , there is one railways track and some nice road side eateries and wonderful ice cream parlour overall its must visit place, evening time is the best",Princep Ghat Park
Aug 2017 ,5.0,The place has some historic value but not maintained properly. There is a railway crossing which looks dangerous. The ground is littered. However the view of the river and the second hoogly bridge is majestic.,Princep Ghat Park
Jun 2018 ,5.0,Hi we went there in evening and had very good boating experiance and then went to chopati for eating and had all joices and chat iyems and than ice cream.Overall good fun,Princep Ghat Park
Jan 2018 ,5.0,"Away from the congested Howrah Bridge area, Prinsep Ghat provides a relatively quiet area for a stroll on the bank of the Hooghly river. The area provides a good view of the relatively new Vidyasagar Setu. One can sit down on a bench and talk to friends and family members while sipping tea from clay pots and enjoying 'jhalmuri', Kolkata's favorite snack. The breeze coming from the river is always refreshing. In summer, go there in the evening to cool down.",Princep Ghat Park
May 2018 ,5.0,"one the best tourist location in town.. you can have picnic, you can do boating in hoogly river..and one of the best locations for photography..",Princep Ghat Park
May 2018 ,4.0,"James Princep Ghat is the perfect place for a boat ride and the timing couldn't be perfect with the sunset. Oscillated between Vidyasagar Setu and the Howrah bridge, the two bridges defining the city. The boat rides cost about 400INR for half an hour for a maximum of 6 people.And this is a must, must do!",Princep Ghat Park
Apr 2018 ,5.0,"Visit this place for viewing the amazing sunset. Ensure to rent a boat for a better view. Also, the street food is not be missed.",Princep Ghat Park
Mar 2018 ,4.0,"Go with your friends, enjoy the cool breeze and watch the Howrah bridge in the evening. There is a rail line and you might end up seeing some pre-wedding shoots going on.",Princep Ghat Park
Nov 2017 ,5.0,this is one of the most burning destination currently for the pre-wedding photo shoot. people travel here before sunrise to enjoy the weather,Princep Ghat Park
Oct 2017 ,5.0,Just relax and enjoy the cool Ganges breeze at Prinsep Ghat. With pleasant surroundings around you can have a serene evening at this place.,Princep Ghat Park
Mar 2018 ,4.0,"We had a magical Saturday evening starting at Princep Ghat, following a strong local recommendation. The memorial itself is a great place to people watch, then head down to the promenade between the river and railway line and meander North past the food stalls and then get a taxi to your next destination. This was the highlight of our stay in Kolkata.",Princep Ghat Park
Dec 2017 ,5.0,If you want see the glamour of city of joy Kolkata then you should go to this place at evening you will feel refreshed.,Princep Ghat Park
Mar 2018 ,5.0,"Location: Opposite Fort William, not far from the CBD, easily reachable by public transport including Chakra (Circular Rail)View: The structure is nice, provides a great view around sunset and is dearly loved by photography enthusiasts. Good spot to visit.Activities: Not many options other than taking a boat ride in Ganges from the adjacent 'ghat'The place is moderately crowded, decently clean and seems safe in daylight.",Princep Ghat Park
Mar 2018 ,5.0,The Prinsep ghat is very famous in the kolkatas so we went there and seen the ghat. It's really a nice location.,Princep Ghat Park
Mar 2018 ,5.0,"A great place to chill and to enjoy the sunset. A bit of peace and quiet in a lively city. Beautiful birdsong in the evening, and nearby facilities including cafes, and a toilet.",Princep Ghat Park
Mar 2018 ,4.0,Very spacious area. Half hour boating is a different experience. More suitable for youngsters. Roaming along the riverside is giving us a mesmeric feel. You can just walking through the riverside road you can reach Babughat and from there you can have a ferry ride to Howrah,Princep Ghat Park
Apr 2017 ,5.0,Of late this has been the most photographed site courtsey it's round victorian thick pillars and high ceiling just beside the ganges,Princep Ghat Park
Jan 2018 ,4.0,"Princep Ghat is the place for just to spend an evening with Street Food, you can go for boat ride and walk all around. It's a very beautiful place for a photo shoot in the evening as it is full of lights.",Princep Ghat Park
Feb 2018 ,5.0,Princep Ghat is the place for strolling. You can go for boating and walk in the place. It's a very beautiful place for a photoshoot. But you need to make sure you stay away from a bad crowd if you must suspect,Princep Ghat Park
Feb 2018 ,5.0,"Just beside the second Hooghly bridge (Vidyasagar Setu), Princep Ghat has a British-built monument dedicated to the eminent Anglo-Indian scholar, James Princep.Further on, there is a quaint railway platform that is serviced by EMU trains under the Calcutta Circular Railway management. And beyond the railway tracks is the 'ghat', from where the local boatmen take people for short boat-rides on the river.",Princep Ghat Park
Mar 2017,4.0,Only for promenade on the banks of Ganges(Hugly). Small garden along side small railway station. Perfect place for Lovers.,Princep Ghat Park
Feb 2018 ,5.0,"Walked along the river just before sunset. Was fun to people watch and there were many beautiful picture opportunities. The boat rides were a little pricey and they just go up and down he bank. One suggestion is to take a boat from the second location as they go much further out in the water when going with the current. Against the current, they just go along the bank in a line. If you walk a ways, there are chaat booths which were interesting for people watching.",Princep Ghat Park
Dec 2017,5.0,Visit during evening before sunset so that you can enjoy its beauty before and after sunset!! You can take a boat ride too!!,Princep Ghat Park
Jan 2018 ,5.0,This is another wonder of kolkata. This place is a must visit. This is located st the heart of the city. You will be mesmerised by the beauty of this place.,Princep Ghat Park
Dec 2017 ,4.0,"the park is famous among the couples , the ghat has overlooking view of river ganga , horwarh bridge",Princep Ghat Park
Jan 2018 ,5.0,One of the most beautiful creations from British India at the right place and right way. Just sit and watch the sun setting in the in sets of the Visasagar Setu. Bliss full scenary and tranquility,Princep Ghat Park
Jan 2018 ,4.0,fairly average place. boat rides offered here are not so interesting as they don't travel the distance between the two bridges. They'll just take you around in circles around the same bridge.,Princep Ghat Park
Jan 2018 ,5.0,"It was a pleasant visit on a light rainy day at the Prinsep ghat, where I got to meet my wife. A very quite and peaceful place for a introductory meeting with whom you are going to live all your life.",Princep Ghat Park
Jul 2017 ,5.0,"There is little about Prinsep Ghat that would amaze a traveller apart from the beauty of the symmetry of the structure. It also offers a large garden space to sit, but there is nothing beyond. Visit for a good talk and a great photo-op.",Princep Ghat Park
Oct 2017 ,4.0,This seems to be one of the best place in Kolkata...Although it's at heart if city but u can find calmness over here...U can spend ur evening along that of Ganga..Walking lane created is good and the place also offer ferri of Ganga at very minimal cost...Could be one of the destination for a trip to Kolkata..,Princep Ghat Park
Jan 2018 ,5.0,"Princep Memorial was built in this site on the bank of the River Ganges, in 1841 , in the memory of demise of Indologist James Princep. For a long period this iconic gothic styled structure remained in depleted condition. In 2012 the Govt. Of West Bengal restored this place. This place now is one of popular evening strolling place for the visitors. The white structure on a grass plain kand with tge backdrop of the river and the new bridge, makes a great evening for the visitors. Sometimes evening clasicsl repertoire is held here. Great place. Must visit.",Princep Ghat Park
Dec 2017 ,5.0,"Refresh yourself in river side. Best time is to visit in evening, With setting sun it looks awesome.",Princep Ghat Park
Dec 2017 ,5.0,Lovely and calm place. Nice place to just go sit and enjoy the evening by yourself. Must visit when in Kolkata.,Princep Ghat Park
Dec 2017 ,4.0,"Have read about this place in so many novels. In reality also, it is full of life, attracting people of all ages. Embankment is well built and the river water level is pretty high even in winter.",Princep Ghat Park
May 2017 ,5.0,"Awesome place, peaceful place I visited overthrew for few time I feel refreshed, recommend every one who wanted to seat in a peaceful area,best for couples.",Princep Ghat Park
Dec 2017 ,4.0,"Excellent place to see the architectural marvel, the boating experience, the walk down the Ghat and on the steps relaxing amidst solitude..",Princep Ghat Park
Dec 2017 ,5.0,"Erected to commemorate the arrival of the Prince of Wales during the Raj, Prinsep Ghat colloquially known as the second Hooghly bridge is a casual hangout place. Specially in the evenings, the crowd can swell and people enjoy the âµ ride.We get great views of the Vidyasagar Setu and the Holy Ganges.A must visit place while in Kolkata.",Princep Ghat Park
Jan 2017 ,5.0,Must visit for travellers even for locals its a beautiful place in evening. One can take the boat ride. Perfect for couples or friend outings.,Princep Ghat Park
Dec 2016 ,4.0,"This place is a must visit. It has very scenic view of 2nd hooghly bridge over the building. Also the ghat nearby offers excellent view of sunset,",Princep Ghat Park
Nov 2017 ,5.0,One more must-visit place of Kolkata. This monument offers scenic beauty of the river Ganges. The bank has been decorated for tourists and looks wonderful in the evenings. Boat ride is also available.,Princep Ghat Park
Oct 2017 ,5.0,"The view of the suspended bridge with water base presents a beautiful picture esp at the evenings. The food stalls nearby serve some great snacks and tea. One may also think of taking a quite stroll at the bank or just sit by it at the benches and enjoy the beauty of the place. Small boats, ferries and mini ships look amazing to watch while sitting quitely...but you will get a thousand opportunities to get embarrassed. Reason- cheap roadside Romeos and Juliets seen everywhere around with overflow of emotions for each other. Advisory: Do not visit the place with children or parents.",Princep Ghat Park
Mar 2017 ,5.0,"It is a place which has a lot to offer to every age. Here you will see boys playing football and some other people doing a photo shoot. A short walk will bring you to a small local train station. You can enjoy traditional clay pot Indian Tea (chai). A traditional boat ride is also available with a minimal charge of $5 for an hour. Overall, this place lets you feel differently as there is no traffic and commotion of a busy city life.",Princep Ghat Park
Nov 2017 ,5.0,"Quintessentially bengali - children playing in the grounds, couples chatting on the benches, photographers happily clicking away, elderly people strolling, families enjoying a ice-cream or a chat, a cool breeze, a view of the Howard bridge, and a tranquil boat ride. Expect all these and many more.",Princep Ghat Park
Oct 2017 ,4.0,It is a best place for couple. It is a river side. You may go by train or bus. Cab also avilable. No entry free.,Princep Ghat Park
May 2017 ,5.0,This is a very beautiful ghat. The ghat is very beautiful and looks awesome in the evening. It's very peaceful place.,Princep Ghat Park
Oct 2017 ,4.0,"If you are planning for a nice weekend near the river bank in Kolkata, Prinsep ghat is your best option. Nice place to sit and watch the sunset and after sunset one can go for a boat ride for 30/60 minutes. The boat ride is a must to enjoy your evening. A few eateries are there including the famous Scoop Restaurant and Ice Cream Parlor. Also one can spend some time in the famous James Princep memorial.",Princep Ghat Park
Oct 2017 ,5.0,"This place has a beautiful view in the evening and a good place to take a walk or get cozy on a bench. There is boating by the river if you want to try. Place is clean and there are some street vendors selling tea in mud glasses, definitely worth a try. Go here to catch the sunset, any other time wouldn't be so great.",Princep Ghat Park
Oct 2017 ,5.0,It is ones amongst the several ghats on the hugli river. It gives nice view of hugli river and bridge. It is place for morning and evening walk on the footpath made on the bank of river.,Princep Ghat Park
Oct 2017 ,4.0,"This place is oozing with history. With backdrop of the new bridge, this place appears to be a perfect amalgamation of the Old and the New World. The walkway by the River Hooghly is enjoyable during a cool weather. This place has a unique romantic charm of its own.",Princep Ghat Park
Sep 2017,5.0,This attraction offers morning walks. You can visit this place to hangout too or for time pass. It's located on the bank's of the river Hooghly. You can also take a boat and go for a ride.,Princep Ghat Park
Sep 2017 ,5.0,Such a nice walk along the river. On a hot day the breeze that comes off the river is beautiful. Nice treelined boulevard which you can tell was well planned. Unlike other places where buildings are buildings right up to the river's edge.We took a 30 minute boat road with a guy that paddled to underneath the huge cable-stayed bridge. The locals on the riverside thought it was hilarious seeing 2 foreigners on a boat and took photos. The river seemed cleaner than other rivers I've witnessed in India. It may only seem that way.,Princep Ghat Park
Sep 2017 ,5.0,"There are several ghats along the river, but Princep Ghat is more scenic and beautiful. The sunset through the bridge is quite awesome. At the Ghat lots of boat await for the visitors. People hire them and enjoy the sunset in cool weather. The ghat was really crowded and we managed to get some seat. People were taking loads of photographs. We strolled on the paved walkways. Well maintained garden. The Princep hall was illuminated at night. The view in the evening was just superb. I would advise people to visit it during sunset time and spend the evening in the open garden to relax. We took taxi to Princep Ghat and not sure if they have any parking. Have not seen any restaurant but some small vendors were selling some snacks.",Princep Ghat Park
Sep 2017 ,4.0,"If you are a photography enthusiast and sunsets are your thing, this place is a must visit. The sun setting at the backdrop of Vidyasagar setu makes a beautiful view from the ghat.I would also recommend a long walk towards BBD Baag by the Ganga ghat. The place is beautified and makes a pleasant walk.",Princep Ghat Park
Oct 2016,5.0,"right on the ganges river, right across from fort william, lots of historic nostalgia, boat rides are great not too expensive,",Princep Ghat Park
Jul 2017 ,4.0,Sitting on the bench and watch the rain pour down the river was a wonderful experience. The view of the majestic second Hoogly bridge with illumination was a treat for the eyes..,Princep Ghat Park
May 2017 ,5.0,There are illuminated landscaped gardens and pathways where all age groups can spend evenings.The park is suitable for light jogging also.,Princep Ghat Park
Sep 2016 ,5.0,prinsep place is beautiful riverside area best to go with loveone.sunset view is good and nice place to spent evening.nice place to take photograph also,Princep Ghat Park
Aug 2017 ,4.0,Nice place to visit... I visited here with my friend and enjoyed a great deal of time with great beauty of nature seen,Princep Ghat Park
Nov 2016 ,5.0,"It used to be a family place with lovely boat rides, but now its over crowded. Area is full of couples and sometimes there are situations quite awkward for family crowd. Boat ride is beautiful. I won't recommend this place for family trip, there are other beautiful places instead.",Princep Ghat Park
May 2017 ,5.0,An excellent place for hangouts with friends. It's among the heritage monuments in Kolkata. Must visit for them who has interest in photography.,Princep Ghat Park
Apr 2017 ,5.0,The place though historical has not been maintained well by the authorities. Though of late some changes are visible it is better to visit just for a few minutes. Also not safe at all after dark or when few people are on the roads.,Princep Ghat Park
Aug 2017 ,5.0,"Life story of James Prinsep is amazing. He barely lived 40 years, 20 of which he spent in India and in these small years he achieved so much. He is credited to decipher Brahmi script which we are so proud today, apart from Kharoshti, he did improvements in weights and measures, coinage and even help building a canal.No wonder when he died at a young age people contributed money to make a memorial for him next to Fort William. Today Prinsep Ghat has a memorial to him, a Railway Station and a Ghat which gives fabulous view of River Ganga or Hooghly.Really loved going around and absorbing the atmosphere and taking photographs of the vicinity.",Princep Ghat Park
Aug 2017 ,4.0,"Nice historic place to visit on the bank of the river Ganges. The park is nice enough, there are some faux grass elephants that seemed popular for selfie lovers. The memorial itself is quite nice and simple. To get to the ghat you need to cross a railway line. It wasnt particularly busy but it was hard to find parking.",Princep Ghat Park
Aug 2017 ,5.0,This ghat is a nice place to have a great view of hoogly river. There is a local train station also there of the same name so this place can easily be approachable by local train. From here you can take a boat ride into the river. This ghat gives you the great scenic view of the new hoogly bridge. A long jogging path is there beside the River where you can walk and experience the fresh air. Nice romantic place for couple.,Princep Ghat Park
May 2017 ,4.0,I usually keep visiting this place because this is one of my favourite place in Kolkata. Sunset view at Princep Ghat is an excellent experience for anyone who will visit this place. This May I went there to show Princep Ghat to two of my Swedish friends. We had a great time there watching people enjoying there evening with family and friends. Love birds were spending some good time with each others. There were people who were enjoying boat ride and there were photographers who photographed almost everything ðThis is a must visit place in Kolkata. Must try Bada Pao and other street foods near the Scoop Ice cream parlour. Enjoy...,Princep Ghat Park
Aug 2017 ,5.0,"Prinsep ghat can be so much more if only maintained much better. The grounds are unkempt, the white walls have been scribbled and graffitied over.All in all it looked like an abandoned project.",Princep Ghat Park
Jul 2017 ,5.0,"Indeed a very beautiful place to go especially in the evening to enjoy with friends and family, lovely Ganga river is just mesmerising.",Princep Ghat Park
Jul 2017 ,4.0,"I was a curious person everytime i got past pricep ghat and this white colour structure and its importance. But few days back me and couple of my friends decided to end this curocity and visit this park on sunday evening to explore whats within. We found lots of people moving, taking selfies and sitting round the bushes to enjoy the lovely evening. Nothing so great but photographs clicked around came out sensational.",Princep Ghat Park
Jul 2017 ,5.0,The entrance with the Doric coloumns is very imposing. You need to cross railway tracks at a level crossing and enter the ghat area.The entire area is green with lots of trees.The maintenance leaves much to be desired.The area had rubbish strewn all over. Perhaps this will be cleaned up.,Princep Ghat Park
Sep 2016 ,5.0,âAmazing place for mind refreshmentsâ I had been there twice and every time I go there it gives me immense peace of mind and mental complacent,Princep Ghat Park
Apr 2017 ,5.0,"Great place for chilling. Must see location in kolkata. Railway station is there in some distance. Ganga River is there, Great viwe from there in night. Just love that place.Thank you",Princep Ghat Park
Apr 2017 ,5.0,A nice quite place located near hastings junction on the edge of Strand road. Good place for outing for couples as well as family. A mini picnic spot. u can go for an evening outing with kids. Boat rides on the ganges are very common from the prinsep ghat. From this place u can get a broader view of the Vidya sagar Setu as well,Princep Ghat Park
Jul 2017 ,4.0,"If you are interested in Hindu funeral practices, you should visit this place. The line between life and death is always a blurry one in India, no more so than in Calcutta.",Princep Ghat Park
Jul 2017 ,5.0,A surprisingly quiet and peaceful place on the banks of the Hooghly - as the Ganges is called within Kolkata - to sit and watch the mesmeric river flowing.,Princep Ghat Park
Aug 2016 ,4.0,Beautiful historical place in Kolkata... Good for a day trip and night photography. James Princep building and the nearby 2nd Hooghly bridge is the main attraction.,Princep Ghat Park
Jun 2017 ,5.0,U can go with ur special one it was nice to visit. U must go here and ride the boat a small round of ganga.,Princep Ghat Park
Aug 2016 ,5.0,Me my friends visit on June. This is best place for photography. There is a ganga river ghat and we click photo on ghat of ganga river,Princep Ghat Park
Jan 2017 ,4.0,"on thebanks of river hoogly, princep ghat is a good place to relax and chillout with friends.there is a children's park closeby. however, it could be maintained better by the authorities.",Princep Ghat Park
Jun 2017 ,5.0,Princep ghat is one of the kolkatas earliest recreational spots.both locals and tourists from other parts of the nation visit this place to spend moments of repose.,Princep Ghat Park
Mar 2017,5.0,One can visit this place for a walk or a boat ride on the Hoogly. The boulevard is well done but not well maintained.Also be cautious about the kind of boat you choose to sail around - not all may be so inviting,Princep Ghat Park
Jul 2016 ,4.0,Historically very rich place. Presently popular place among youngsters for hangout. Sometimes the place become over crowded that could be difficult for the kids. Otherwise it's one of the best place of kolkata.,Princep Ghat Park
Jun 2017 ,5.0,"Even though usually very crowded in the evening, a good place to visit in the evening. Great view of the Vidyasagar Setu & Howrah Bridge from here.",Princep Ghat Park
May 2017 ,4.0,People visit Prinsep Ghat in the evenings on weekends to go boating on the Hooghly river - its refreshing. People stroll along the bank and purchase food from stalls there. Prinsep Ghat is one of the oldest recreational spots of Kolkata. This place is well maintained.,Princep Ghat Park
May 2017 ,5.0,"I had gone to the ghat because it is another must visit, had started raining so the weather was awesome. Loved the place, wished I had more time as I just took the boat ride and came back otherwise it would be fun to just sit and chill by the ghat. Do not expect too much from the boat rides, they take a very small round.But overall it is good.",Princep Ghat Park
Jun 2017 ,5.0,"This is not crowded like the rest of the city, and a good spot to look at the bridge behind it. Go and walk down the river after you see this",Princep Ghat Park
Jan 2017 ,4.0,It can be a great place to visit once. From 2nd time onwards it will become kind of boring. A good place to hangout with friends and family.,Princep Ghat Park
Jun 2017 ,5.0,Its one of my favorite place in Kolkata to spend time with family specially at evening. You can take boat ride on the river Ganga which is an amazing experience during the time of sunset. The view of 2nd Hoogly (Vidyasagar Setu) bridge looks fantastic from here.Truly recommended from my side.,Princep Ghat Park
Jun 2017 ,5.0,"The place is maintained, the pavements are good. The boat ride is the best, take one before sunset ( at around 5 during summer), bargain a bit, there are 2 ghats for boat rides.",Princep Ghat Park
May 2017 ,5.0,A nice walk for the evening. The Beautiful Ganges and the Majestic overlooking bridge are a treat for the eyes.,Princep Ghat Park
May 2017 ,5.0,no signage to show the importance availablegarden around is ok. The Huglee river bank when I visyed at 3PM it was aplace for lovely couples shareing the feelings and the air from Huglee is promting the song of love,Princep Ghat Park
Oct 2016 ,4.0,Its a great great place to spend one evening. Watch the sunset. Dont go during summer times. Best is probably during November to February. Take the boat ride over Hooghly river - its refreshing.,Princep Ghat Park
Jun 2016,5.0,Its a very nice place . i visited there & had a beautiful evening there. one can also go for boating.,Princep Ghat Park
May 2017 ,4.0,"It's a nice place for morning and evening walk with fine view of river hoogley . There are some eateries around and the area has been developed with a pathway and garden. It's great to watch sunset from here. One can enjoy tea , ice cream and snacks too. The princes memorial is also worth visiting . It's a favourite spot for couples.",Princep Ghat Park
Mar 2017 ,5.0,"Just a quick stop at this quiet monument for some photo shoots with the magnificent backdrop of the Rabindra Setu (new Hooghly bridge) will be worth your time. Remember to walk over the train tracks to the Prinsep Ghat for a great view of the sunset under the bridge. You will see many a ""dinghy"" gliding along too.",Princep Ghat Park
Apr 2017,5.0,"Prinsep Ghat is a ghat built in 1841 during the British Raj, along the Kolkata bank of the Hooghly River in India. The Palladian porch in the memory of the eminent Anglo-Indian scholar and antiquary James Prinsep was designed by W. Fitzgerald and constructed in 1843. A must visit place to geet a glimpse of magnificent architecture.",Princep Ghat Park
Apr 2017 ,4.0,Views of Sunset from here is good. The Ganges river and the moored boats give the place a nice setting. In winters this place is quite a wonderful place to stroll adjacent the river.,Princep Ghat Park
Apr 2017 ,5.0,the wonderful place is specially for couples. there is the view of 2nd Hooghly bridge. the Ganges river will give you the pleasure.,Princep Ghat Park
Feb 2017 ,5.0,This monument is located on the banks of Ganga. The iconic structure has some history of British rule and still is place of interest for a stroll along the Ganges. The second hooghly bridge has a gigantic view. The sunset from this area is marvelous,Princep Ghat Park
